Date,MainPoints,No_of_Units,Month,Year,Whole
6/20/2013,"International News,Annual POK Rally Ends,Riot,ABILA,Kronos,POK,annual demonstration,Abila,usual crowd,Capitol building,Elian Karel,Juliana Vann,POK,government security forces,Capitol building,year 's riot.,police line.,police forces,tear gas,pepper spray,water cannons,rubber bullets,heroic efforts,police vehicles",1,13-Jun,2013,
12/17/2013,"Who,HUGE IPO MAKES SANJORGE BILLIONAIRE,CENTRUM,Tethys,CEO,GAStech,Sten Sanjorge,Jr.,GAStech,initial public offering.,GAStech,Sanjorge Trucking,Sten Sanjorge,Sr.,cubic meters,GAStech,Kronos,Tiskele Bend.,GAStech,Kronos,GAStech,Kronos,collective $,CFO Ingrid Barranco,CIO Ada Campo-Corrente,COO Orhan Strum",1,13-Dec,2013,
12/16/2013,"Guide,POK,Abila,ABILA,Kronos,Carmen,Adrien,POK,police patrol,Abila,POK,POK.,Assaulting,serious crimes,Carmen,Desire",1,13-Dec,2013,
2/22/2013,"Source GAStech Profile,Kronos,gas company,fifty-three years old.,GAStech,Tethys-only,international investors.,uphill task,Gastech,potential investors,eco-hostile past.,GAStech,'s pipeline operations,Kronos,Kronosian,Kronos,'s pipeline business,eastern gas fields,Kronos,Tethys,Europe. GAStech,pump gas.,GAStech,Sten Sanjorge,Jr,photo stares,picture frames everywhere,GAStech,company farms,runs gyms,Black,Sea resorts,key employees.,energy business,energy corporations,distinct ways.,Working,far-off places,previous infrastructure,gas sites,company towns.,GAStech,private fleet,huge distances",1,13-Feb,2013,
6/21/2013,"Truth,annual ends,POK,ABILA,Kronos,POK,annual demonstration,Abila. Larger,usual mob,Capitol bldg.,Elian Karel,Juliana Vann,POK,government corruption,Dorel Kapelou,president -.,Different,protestors behave,end request,collective capitalism,Tethys,GAStech,young young she-goats claim.,security strengths,police force,bldg. Capitol,type chaos,previous year.,different hours,police force line.,water guns,rubber balls,heldhaftige efforts,different police force vehicles,civil servants",1,13-Jun,2013,
11/13/2013,"Online,Kronos,violence 2013/11/13",1,13-Nov,2013,
9/3/2013,"Online,SANJORGE JR. TAKING GASTECH INTERNATIONAL PUBLIC,CENTRUM,Tethys,Sten Sanjorge,Jr.,Sten Sanjorge,Sr.,stock offering",1,13-Sep,2013,
12/16/2013,"Truth,police force,POK,Abila,ABILA,Kronos,Adrien Carmen,police force,POK,police force patrol,Abila,vanochtend attacked.,POK,civil servants,civil servants,nevel-geschilderde emblems,POK. Attacking,police force,civil servant,government possession,serious crime,Carmen",1,13-Dec,2013,
10/22/2013,"Continent,Interpol,new multi-country,broad distribution,drug methyl dimethyl,MDMC,Robert Loblaw,civil servant,successful team,Tethys Counterdrug.,designer drugs,certain indications,Loblaw,leaves indications,certain mixture,MDMC,street names,Bloesem,Tulp,Asteria,Tethys,international countries,Asterian,Loblaw.,previous researches,certain formulation.,Asterian,APA,paramilitary organization,terrorist activities,criminal ventures,drug trafficking.,APA,Internet,Arise.,Loblaw,public statistics,Tethys,MDMC,country is.,mental health problems,violent behavior,clear increase,suicide tariffs,designer drug.,civil servants,MDMC",1,13-Oct,2013,
2/8/2013,"Continent,Toevloed,Abila,emergency situation,general hospital,Abila,Kronos,previous month,medical complications,designer drugs,synthetic marihuana,civil servant said.,previous month,Alicia Bianca,nurse manager,department have.,Bianca,drug overdoses,emergency situation,Abila,Ralf,February,research workers,reports stipulate,death are.,Attributed,different sterfgevallen,Suikergoed,national center,Vergift Kronos.,patients end,Abila,town area,young people,socioe-economic contexts,Bianca. Sgt Antonio Arresta,Abila,emergency situation,designer drugs has.,zero question,hand-full question,previous month,Bianca,Arresta,designer drugs,YOU,Bianca.,uncontrolled act,synthetic marihuana.,Bianca,new toxic substance.,national vergiftcentrum,anecdotische reports,chemical compositions,active ingredient,illegitimate drugs. Cotton,chemical composition,designer drug,Biance.,Term,carnival treats.,Kruid,Bloesem,Tulp,Kronos,chemical products,substance list,prohibit cotton,Bianca,therapytherapy therapy products,area rise.,chemical composition vari‰rt,Bianca.,Bianca,gram cotton sugar,K18",1,13-Feb,2013,
6/22/2013,"Worldwise Annual,POK,ABILA,Kronos,POK,annual demonstration,Abila,Elian Karel,Juliana Vann,POK,Crowd,Dorel Kapelou,exploitive corporation,Tethys,GAStech,police force,police force.,police force,employ teargas,pepper jet,rubber balls,subject crowd,heroic efforts,police force",1,13-Jun,2013,
12/16/2013,"Worldwise Attack,POK,Abila,organizes 2013/12/16",1,13-Dec,2013,
6/22/2013,"Orb Does WHO BRING,GUN TO ONE TO REST INSIDE,ABILA,Kronos,June,Kronos,civils servant,Kronos,toxic loss empty,Tiskele,Elodis.,publically-had house,Kapelou,capital building,Abila.,civils servant.,distribuer‚ information,local companies,life style,civils servant,years ago.,POK,economic parity,police force,Abila,side arms,Who,peaceful rests,peaceful meeting,public conscience.,dangerous article,dead old maid,Juliana Vann,Kronos,police force group,awkward efforts,Kronos. Insects,light posts.,civils servant,public wages,large boats",1,13-Jun,2013,
2/24/2013,"Continent GAStech,Kronos,fifty-three years old.,nowadays tries,GAStech,international investors.,forms part,Mediterranean,mount-upward task,Gastech,capacity potential investors,eco-hostile past carrot,GAStech,Kronos,dense proportion,Kronosian.,pipeline matter,Kronos,Eastern gasvelden,Kronos,Tethys,Europe,GAStech,verrichtingen cities,GAStech,Sten Sanjorge,Jr,picture frameworks everywhere,country tail,state charges,good reasons,distant areas,Kronosian.,medical care,GAStech,company agriculture companies,runs gyms,gesubsidi‰rde holiday,black sea,important employees.,staff employees,therapy center,Beside,GAStech,company there.,modern overall company,fundamental activities.,energy matter,energy companies,Working,ver-van place,previous oil,infrastructure resources,company cities,GAStech,private fleet,ferry boat,giant distances",1,13-Feb,2013,
10/22/2013,"Online,Multi-Country,Task Force,Formed,Interpol,new multi-country task force,wide distribution,drug methyldimethyl cathinone,MDMC,particular blend,MDMC,street names,cotton candy,Tulip Blossom,Asteria,Tethys,international countries.,mental health problems,violent behavior,suicide rates,designer drug",1,13-Oct,2013,
11/13/2013,"Everyday,Kronos,violence 2013/11/13",1,13-Nov,2013,
12/18/2013,"Desk KOPERACHTIGE THE ATTACK OF TIME OF THE DAY POK,ABILA,Kronos,day time,civil servants,POK,terroristic operation,long tie,such operations.,civil servants,Adrien Carman,police force aforesaid,police force,civil servant,government possession,serious crime.,Furthermore,civil servants,POK,attack police force,civil servants,light day",1,13-Dec,2013,
2/24/2013,"World Journal,GAStech,Kronos,ambient harmful,GAStech,old businesses,Tethys-only,international investors.,profitable businesses,Mediterranean,Gastech,potential investors,eco-hostile past.,Operations,GAStech,Kronos,Kronosian.,Kronos,Eastern gas layers,Kronos,Tethys,Europe. GAStech,GAStech,Sten Sanjorge,Jr,table everywhere,good reasons,Kronosian.,medical care,GAStech,Black,principal employees.,current situation,medical center,GAStech,modern total company,distinct ways.,distant places,average precedents infrastructure,gas sites,certain extent,GAStech,private fleet,enormous distances",1,13-Feb,2013,
6/22/2013,"Pegasus THE WHO BRINGS,WEAPON TO SEATING INSIDE,ABILA,Kronos,June,Kronos,Kronos,toxic sweepings unloads,Tiskele,Elodis.,publically-had home,Kapelou,capital building,Abila.,civil employees.,local businesses,civil employees,POK,economic parity,members black-had,Abila,lines faceless,command batons,lateral arms,Who,pacific meeting,public sense.,dangerous article,dead girl,Julian Vann,potable water.,Kronos,police squadron,severe efforts,people groups,Kronos.,slight posts.,civil employees,great homes",1,13-Jun,2013,
6/21/2013,"Wrap THE WGO BRING IN,GUN TO,PASVORM,ABILA,Kronos,June,years verdedigers,Kronos,Kronos,civil servants,toxic afvalstortplaats,Tiskele,Elodis.,different trefpunten,Kapelou,head bldg.,Abila.,civil servants,local ventures,life style absurd,civil servants,couple year,Posters,demonstration systems martyrs,POK,economic pariteit,whereas zwart-beklede,police force,Abila,anonymous lines,WHO,public conscience.,dangerous point,dead old little girl,Juliana Vann,Kronos,police force brutal,awkward efforts,Kronos.,park banks,coffee houses,Poland.,civil servants,public salaries,large boats,luxeauto 's",1,13-Jun,2013,
10/22/2013,"Source Multi-Country,Task Force,Formed,Interpol,new multi-country task force,wide distribution,drug methyldimethyl cathinone,MDMC,Heading,task force,Senior Inspector Robert Loblaw,veteran officer,Tethys Counterdrug Team.,designer drugs,certain clues,Loblaw,particular blend,MDMC,street names,cotton candy,Tulip Blossom,Asteria,Tethys,international countries.,Asterian,'s Army,APA,paramilitary organization,terrorist activities,criminal enterprises,drug trafficking.,recent years,APA,high-quality magazine,Arise,Senior Inspector Loblaw,Tethys,public statistics,MDMC,country 's youth.,mental health problems,violent behavior,suicide rates,designer drug",1,13-Oct,2013,
12/16/2013,"Online,POK Assault,Abila,ABILA,Kronos,Adrien Carmen,POK,police patrol,Abila,POK,thugs crept,patrol officers",1,13-Dec,2013,
12/17/2013,"Bulletin BRAZEN DAY TIME ASSAULT BY POK,ABILA,Kronos,brazen day time assault,peace officers,POK,terroristic act,long string,such acts.,Adrien Carman,Assaulting,police officer,government property,serious crimes.,spray painting,POK,police officers,broad daylight",1,13-Dec,2013,
2/9/2013,"World Journal Hospital,Abila,originator 2013/02/09",1,13-Feb,2013,
6/21/2013,"Online,KAREL DEATH ANNIVERSARY,ABILA,Kronos,Yesterday,June,years supporters,Protectors,Kronos,Kronos,government officials,toxic waste dump,Tiskele,Elodis.,dangerous item,dead old girl,Juliana Vann",1,13-Jun,2013,
12/16/2013,"Online,HUGE IPO MAKES SANJORGE BILLIONAIRE,CENTRUM,Tethys,CEO,GAStech,Sten Sanjorge,Jr.,GAStech,Kronos,collective $,CFO Ingrid Barranco,CIO Ada Campo-Corrente,COO Orhan Strum",1,13-Dec,2013,
11/13/2013,"Continent,Kronos,violence 2013/11/13",1,13-Nov,2013,
2/9/2013,"Everyday,Hospitals,Abila,designer drug users 2013/02/09",1,13-Feb,2013,
9/8/2012,"Orb BUMP OF PROTESTS IN ABILA IN RESPONSE TO THE CALLS TO THE ACTION,ABILA,Kronos,solidarity anti-government.,Mestache Vardshvna,Western coast,Kronos.,important event.,free speech,current lack,public moneys.,Vardshvna.,Elian Karel,Juliana Vann,heavy toll,innocent ones.,Karel,Kronos,Kronos,Juliana Vann,environmental toxins",1,12-Sep,2012,
11/11/2012,"Pegasus THE DEMONSTRATION ATTRACTS THOUSANDS IN SPITE OF RAIN,ABILA,Kronos,heavy rain,Wednesday.,open microphone,common fields,POK,Silvia Marek,short speech,Kronos,civil employees,unconditional institute,Kronos,voices heard.,Histories,financial aid,right death ]",1,12-Nov,2012,
3/10/2012,"Desk THREATS WHICH ARE SPENT BY POK,ABILA,Kronos,Kronos,POK,Vincent Kapelou,Kapelou. Threatening,empty threats,M.,Kapelou,personal security strength,types threats reinforce,POK,public threat,president cite,Kapelou",1,12-Mar,2012,
